window_index,source_midpoint_mbase,geco22_bpb,geco21_bpb,megabyte1_bpb,nc_prefix_bpb,nc_prefix_current_bpb
4932,20.827917000,1.532992830,1.536157618,1.915579577,1.954171499,1.535952017
4933,20.830989000,0.280922182,0.276208137,1.946327289,1.949488958,0.415607497
4934,20.834061000,0.260170321,0.290478258,1.870925119,1.884108543,0.415100609
4935,20.837133000,1.061743309,1.145912992,1.907668024,1.936182976,1.006144787
4936,20.840205000,1.023367688,1.060102925,1.911289910,1.957512538,1.174747139
4937,20.843277000,1.716004113,1.732502093,1.901059707,1.968480110,1.831538012
4938,20.846349000,1.379885289,1.382303196,1.920796076,1.950891495,1.404953551
4939,20.849421000,0.979026531,0.941041971,1.732335664,1.974917094,1.012208730
4940,20.852493000,1.374827524,1.373014460,1.876259645,1.972966194,1.727560321
4941,20.855565000,0.664223671,0.629306510,1.946881135,1.963517825,0.888488003
4942,20.858637000,1.469104707,1.465104600,1.751699438,1.923284213,1.718274454
4943,20.861709000,1.215076298,1.223933210,1.848966201,1.935087522,1.269949568
4944,20.864781000,1.665513667,1.669994831,1.864625096,1.966587067,1.702532242
4945,20.867853000,1.820963323,1.818279475,1.853201628,1.918288867,1.783765495
4946,20.870925000,1.411962787,1.525628537,1.935506066,1.983802795,1.740348890
4947,20.873997000,0.587024833,0.664726707,1.743415117,1.946121216,0.908550198
4948,20.877069000,0.238601343,0.250238390,1.809030973,1.942371686,0.467909367
4949,20.880141000,0.250856473,0.330235504,1.704050794,1.978111267,0.718352991
4950,20.883213000,1.740371446,1.739802976,1.923239450,1.948269049,1.689472278
4951,20.886285000,1.748171829,1.747187354,1.923719883,1.971401850,1.776530338
4952,20.889357000,0.106036671,0.114016180,1.924308658,1.985976219,0.393321579
4953,20.892429000,0.726186608,0.728649999,1.791600804,1.929539363,1.019284267
4954,20.895501000,0.217850670,0.223426943,1.849902153,1.958728790,0.421612365
4955,20.898573000,0.997837558,0.992917652,1.912716866,1.958910306,1.431411917
4956,20.901645000,1.706319645,1.734934725,1.908060074,1.924136798,1.714096973
4957,20.904717000,1.829208881,1.831740578,1.898924649,1.943882624,1.869073808
4958,20.907789000,1.748422680,1.769249094,1.847574530,1.924339930,1.721541050
4959,20.910861000,1.542268441,1.555926738,1.753808618,1.897501628,1.574641674
4960,20.913933000,1.470717641,1.475936381,1.856531779,1.946896553,1.691247086
4961,20.917005000,1.021000485,1.026123737,1.864590030,1.958612442,1.381007651
4962,20.920077000,1.871358534,1.870059590,1.942324281,1.944444338,1.862298141
4963,20.923149000,1.664566716,1.689462195,1.892172654,1.921885490,1.671881170
4964,20.926221000,1.603404487,1.573883792,1.834930837,1.908397039,1.551885024
4965,20.929293000,1.904494405,1.906708181,1.855214834,1.931651115,1.905279915
4966,20.932365000,1.914263288,1.918186367,1.867093156,1.936487834,1.918736657
4967,20.935437000,1.959769885,1.960419019,1.921441555,1.958222389,1.963946819
4968,20.938509000,1.855363667,1.873754387,1.862013400,1.954103470,1.880351985
4969,20.941581000,1.777948052,1.775834640,1.927201430,1.955542564,1.750709690
4970,20.944653000,1.794993415,1.811436142,1.873155574,1.945254008,1.845348512
4971,20.947725000,1.952876012,1.955499450,1.915541967,1.954269727,1.962925911
4972,20.950797000,1.481065219,1.551905264,1.836563428,1.951989810,1.775272017
4973,20.953869000,1.733092109,1.739285355,1.896525065,1.931833903,1.753900270
4974,20.956941000,1.134796876,1.132764459,1.947320223,1.943524996,1.149467846
4975,20.960013000,0.192663298,0.287154165,1.904325336,1.980626106,0.366483803
4976,20.963085000,0.203137688,0.316449242,1.773889887,1.998406410,0.369964475
4977,20.966157000,0.245784285,0.457346264,1.717123043,1.969141006,0.341767776
4978,20.969229000,0.177191086,0.328271421,1.879713175,1.970609665,0.376502857
4979,20.972301000,0.409159306,0.410939305,1.890219609,1.913055420,0.706143044
4980,20.975373000,1.442585523,1.438344131,1.893640916,1.955332438,1.582340196
4981,20.978445000,1.317550617,1.334930522,1.910453240,1.935954094,1.502147873
4982,20.981517000,1.774989694,1.782620144,1.854302764,1.922358831,1.827364042
4983,20.984589000,1.966817856,1.966513316,1.889648676,1.967919350,1.969242096
4984,20.987661000,1.939493497,1.939528028,1.911491772,1.942399184,1.944072405
4985,20.990733000,1.903088162,1.905500799,1.922075272,1.934988340,1.909460555
4986,20.993805000,0.338898166,0.330741433,1.861204366,1.869938533,0.480680908
4987,20.996877000,0.292830421,0.300780976,1.893864393,1.952683131,0.499293769
4988,20.999949000,0.203564283,0.188746781,1.937226256,1.901490847,0.286215499
4989,21.003021000,1.044070020,1.035011486,1.828629434,1.904528936,1.133698874
4990,21.006093000,1.973482768,1.975329876,1.925049543,1.984676361,1.976886272
4991,21.009165000,1.817298989,1.830901643,1.938253085,1.985562325,1.881612659
4992,21.012237000,1.902145942,1.897230188,1.929984530,1.973384857,1.953296185
4993,21.015309000,1.972450097,1.974184036,1.915916125,1.974129995,1.975874881
4994,21.018381000,1.856585304,1.858373493,1.908859889,1.939320246,1.883672118
4995,21.021453000,1.899784779,1.899911923,1.922194878,1.947088559,1.893935107
4996,21.024525000,1.754689241,1.752135372,1.904110154,1.930735906,1.736001191
4997,21.027597000,1.324880667,1.334553997,1.922822396,1.932509422,1.452991113
4998,21.030669000,1.886822820,1.891644984,1.865149021,1.913607279,1.899862786
4999,21.033741000,1.887749791,1.910492977,1.741156635,1.950343450,1.912935177
5000,21.036813000,1.938639263,1.950475752,1.917588741,1.970052083,1.953860203
5001,21.039885000,1.819033335,1.841246091,1.857623458,1.940775235,1.827711761
5002,21.042957000,0.998373171,1.001550148,1.753492486,1.967359543,0.956947024
5003,21.046029000,0.247694264,0.203739107,1.585675683,1.964765231,0.630013992
5004,21.049101000,1.159348913,1.162396441,1.882856329,1.928194046,1.352556969
5005,21.052173000,1.542630851,1.543815300,1.805048168,1.935244560,1.567881991
5006,21.055245000,1.890332292,1.892073472,1.844436010,1.901007016,1.893703103
5007,21.058317000,1.823781490,1.826339026,1.870964065,1.966416995,1.917721490
5008,21.061389000,1.524521043,1.528021341,1.871747752,1.936919212,1.520928259
5009,21.064461000,1.893313219,1.894825319,1.861021678,1.961899439,1.900292844
5010,21.067533000,1.932041327,1.936981757,1.848521113,1.954139074,1.933260441
5011,21.070605000,1.890273074,1.918658813,1.868054668,1.941235860,1.903500458
5012,21.073677000,1.822060679,1.834815085,1.878256440,1.947691282,1.886921306
5013,21.076749000,1.885302074,1.888750004,1.901523034,1.971048037,1.932387854
5014,21.079821000,0.855724553,0.831874957,1.815935644,1.950737317,1.147948836
5015,21.082893000,0.866524468,0.863573732,1.729336811,1.930428823,1.319659750
5016,21.085965000,1.119868783,1.094564335,1.923390696,1.940071106,1.129652034
5017,21.089037000,0.354625519,0.358778519,1.765355587,1.911369642,0.448505960
5018,21.092109000,0.417292962,0.427593516,1.934465011,1.950279872,0.633921150
5019,21.095181000,1.786740745,1.792859574,1.919928451,1.946089745,1.793848510
5020,21.098253000,1.772307818,1.774525916,1.893561284,1.917151133,1.777439788
5021,21.101325000,1.688984185,1.792671780,1.926238179,1.963648160,1.785029789
5022,21.104397000,1.281809034,1.279307641,1.897214333,1.938744545,1.304797205
5023,21.107469000,1.589667638,1.603283582,1.895107269,1.950173060,1.714965435
5024,21.110541000,1.898134425,1.899544969,1.839017789,1.946349462,1.906126608
5025,21.113613000,1.946833054,1.950092395,1.895486792,1.970791181,1.949755510
5026,21.116685000,1.712962071,1.717143605,1.898449302,1.945668538,1.717939685
5027,21.119757000,1.931294262,1.931569904,1.922624787,1.950139364,1.932596147
5028,21.122829000,1.706366614,1.696262096,1.850629826,1.914759000,1.706483831
5029,21.125901000,1.801995943,1.828342025,1.855086843,1.912605921,1.859847546
5030,21.128973000,1.681467404,1.677700361,1.920874755,1.959023476,1.717675298
5031,21.132045000,1.856428872,1.857011696,1.889844815,1.954398155,1.881776234
5032,21.135117000,1.948007345,1.949207505,1.866436481,1.961032232,1.957440376
5033,21.138189000,1.976638158,1.977619966,1.935719887,1.975801468,1.977716446
5034,21.141261000,1.885071129,1.893827091,1.880026261,1.946031888,1.889662127
5035,21.144333000,1.781441977,1.844787945,1.864881655,1.925878207,1.801770190
5036,21.147405000,1.948983351,1.948102315,1.919059118,1.947888374,1.954387347
5037,21.150477000,1.953083773,1.953952789,1.911406914,1.974142392,1.953523616
5038,21.153549000,1.905776054,1.912252247,1.802630618,1.961161613,1.905728420
5039,21.156621000,1.938623344,1.949489514,1.910880407,1.952272733,1.954525789
5040,21.159693000,1.909931821,1.914992039,1.921783765,1.958654404,1.923517590
5041,21.162765000,1.955302556,1.957252741,1.936074972,1.961511930,1.954719623
5042,21.165837000,1.947925409,1.949426711,1.917132248,1.962782860,1.950988352
5043,21.168909000,1.634984449,1.611574916,1.892133911,1.925093651,1.656640813
5044,21.171981000,1.921709299,1.919816812,1.883488774,1.952991168,1.935409109
5045,21.175053000,1.884292324,1.895654122,1.882769942,1.946551323,1.907202552
5046,21.178125000,1.936459263,1.937583089,1.893847187,1.943948110,1.927874605
5047,21.181197000,1.858706132,1.859554211,1.906950951,1.950548808,1.864317497
5048,21.184269000,1.864309929,1.939667006,1.876468822,2.000521024,1.988483151
5049,21.187341000,1.975596269,1.976375659,1.847308291,1.995164235,1.983309428
5050,21.190413000,1.904813528,1.932908575,1.899724046,1.961639086,1.934040308
5051,21.193485000,1.804651149,1.805814430,1.880328496,1.928622882,1.870927473
5052,21.196557000,1.950266361,1.952040037,1.912760576,1.947889646,1.953501940
5053,21.199629000,1.004617307,1.270619238,1.948681990,1.954388618,0.965508596
5054,21.202701000,0.223347403,0.370573563,1.845324919,1.970611890,0.383127650
5055,21.205773000,0.296044117,0.404344534,1.764284643,1.959820747,0.419572075
5056,21.208845000,0.165594138,0.271428113,1.779340915,1.973774910,0.277092787
5057,21.211917000,0.172444767,0.253505862,1.896783625,1.953864415,0.458714248
5058,21.214989000,0.373548284,1.100455503,1.815822706,1.950804075,1.168090460
5059,21.218061000,1.353308653,1.420011381,1.878101786,1.953141212,1.702350053
5060,21.221133000,1.454614143,1.452700729,1.801961621,1.904481411,1.489958882
5061,21.224205000,1.889000436,1.885808120,1.879982491,1.946663857,1.914222558
5062,21.227277000,1.970892747,1.971488158,1.924618880,1.975802422,1.977308591
5063,21.230349000,1.386341378,1.374972910,1.940365156,1.935539881,1.350432672
5064,21.233421000,1.728272109,1.750219899,1.919738809,1.935256481,1.767384425
5065,21.236493000,1.788001798,1.801561284,1.847515782,1.926080704,1.834606618
5066,21.239565000,1.209116372,1.404369699,1.943201939,1.950243314,1.205447216
5067,21.242637000,0.208642953,0.848613113,1.768114696,1.969555855,0.763920233
5068,21.245709000,0.150636832,0.299202062,1.874531339,1.965014140,0.464820084
5069,21.248781000,0.173416167,0.235148132,1.792731926,1.971027056,0.385709810
5070,21.251853000,0.477270243,0.600104445,1.897202604,1.954422315,0.856310704
5071,21.254925000,1.718377297,1.721928447,1.893509150,1.917862256,1.765071792
5072,21.257997000,1.745382567,1.746650182,1.885203600,1.947611968,1.760449963
5073,21.261069000,1.904638303,1.914716790,1.920861880,1.962290446,1.914633999
5074,21.264141000,1.797671184,1.825941881,1.862412393,1.935182889,1.889145106
5075,21.267213000,1.691127578,1.697020248,1.842532198,1.922287305,1.723441730
5076,21.270285000,1.695269888,1.698191543,1.871695558,1.929088910,1.589724208
5077,21.273357000,1.877670844,1.892027696,1.909718116,1.947018305,1.700491821
5078,21.276429000,1.820785294,1.823074768,1.888290654,1.945474625,1.813390652
5079,21.279501000,1.778179968,1.824285368,1.863885045,1.957320531,1.797917118
5080,21.282573000,1.466060420,1.496955867,1.881282568,1.943551381,1.471697912
5081,21.285645000,0.451341987,0.448754121,1.851996660,1.884057045,0.494863181
5082,21.288717000,0.180855637,0.183508575,1.920803934,1.977641424,0.375152099
5083,21.291789000,0.248519961,0.261950834,1.856854518,1.909303347,0.451761319
5084,21.294861000,1.032366529,1.051446331,1.888799310,1.930450757,1.104970820
5085,21.297933000,1.233791582,1.278297151,1.798394044,1.868389289,1.365836727
5086,21.301005000,1.301262775,1.304341135,1.823897203,1.930465698,1.565992815
5087,21.304077000,1.706749404,1.705368275,1.888643662,1.948851903,1.745782872
5088,21.307149000,1.390745635,1.414783264,1.867104332,1.938700676,1.432224979
5089,21.310221000,0.920255686,1.205243887,1.849214236,1.942417781,1.051365229
5090,21.313293000,0.604604584,0.605817186,1.868575578,1.913648923,0.362322479
5091,21.316365000,0.550059134,0.538517800,1.771769387,1.919302940,0.703410059
5092,21.319437000,0.133337371,0.134587364,1.883699428,1.952376048,0.510074819
5093,21.322509000,0.164453153,0.161856161,1.769106520,1.846282323,0.529603827
5094,21.325581000,0.348491424,0.347011017,1.857520769,1.911582311,0.369209779
5095,21.328653000,1.882521838,1.868490686,1.898878972,1.965161959,1.851980249
5096,21.331725000,1.847796738,1.854452526,1.922592759,1.932428996,1.863882015
5097,21.334797000,1.808039067,1.817274600,1.883951545,1.943668683,1.776000475
5098,21.337869000,1.931474606,1.931059599,1.780705531,1.964425723,1.933940252
5099,21.340941000,1.729656329,1.730829060,1.883173863,1.913951556,1.738804216
5100,21.344013000,1.802454203,1.806829348,1.841601292,1.969767888,1.899516453
5101,21.347085000,1.763489907,1.792338644,1.875356371,1.925299327,1.699847341
5102,21.350157000,1.955356201,1.956988255,1.914069255,1.953675270,1.855938077
5103,21.353229000,1.681467605,1.695228798,1.861380180,1.911209424,1.596923949
5104,21.356301000,1.651329875,1.663762917,1.833025535,1.961591403,1.622398347
5105,21.359373000,0.750475412,0.855348905,1.937849840,2.004121145,1.306505171
5106,21.362445000,0.527513646,0.599921917,1.646680410,2.009797732,1.166424982
5107,21.365517000,0.345608183,0.347423883,1.832741405,1.885609627,0.511756339
5108,21.368589000,0.648446272,0.799685411,1.921275040,2.009220759,0.815343931
5109,21.371661000,1.687365254,1.682809189,1.760539976,2.004989306,1.831732035
5110,21.374733000,1.868827045,1.867693370,1.809597385,1.974166870,1.868224536
5111,21.377805000,1.523143152,1.516970426,1.900991519,1.943195661,1.645054102
5112,21.380877000,1.641614070,1.643517797,1.907923202,1.964887301,1.612855916
5113,21.383949000,1.730660066,1.758166328,1.935092131,1.949097951,1.728795628
5114,21.387021000,1.661218700,1.676461560,1.833576639,1.965310097,1.737561653
5115,21.390093000,1.653371369,1.624619702,1.809972882,1.905524254,1.680990736
5116,21.393165000,0.908070773,0.893755580,1.930836032,1.985688210,0.950748379
5117,21.396237000,1.407815747,1.404600193,1.925642292,1.957598686,1.570877944
5118,21.399309000,1.717738003,1.728435849,1.838271777,1.892313004,1.854190037
5119,21.402381000,1.845454926,1.855366006,1.851497491,1.940965970,1.845768710
5120,21.405453000,1.601753543,1.601234088,1.912346443,1.945713997,1.775437708
5121,21.408525000,1.844566107,1.875879755,1.876321832,1.950406869,1.885979980
5122,21.411597000,1.686093301,1.673445135,1.881630540,1.920968056,1.752613952
5123,21.414669000,1.673850561,1.685982714,1.877427295,1.932677587,1.701264302
5124,21.417741000,1.916195273,1.915968359,1.895663222,1.937027613,1.920837839
5125,21.420813000,1.771113267,1.788894615,1.898985376,1.938179970,1.786758011
5126,21.423885000,1.531362956,1.568484753,1.884678205,1.930114110,1.649179469
5127,21.426957000,1.857574016,1.870237619,1.870754162,1.922945976,1.890971730
5128,21.430029000,1.831989944,1.833738903,1.837780794,1.918412209,1.839486385
5129,21.433101000,1.816587247,1.819100874,1.879777988,1.906545639,1.827724059
5130,21.436173000,1.842642188,1.840565423,1.855100652,1.948561351,1.915108343
5131,21.439245000,1.149842177,1.164983479,1.878560781,1.938223521,1.454847167
5132,21.442317000,1.768401017,1.775342087,1.904642264,1.946494102,1.824373802
5133,21.445389000,0.960490171,0.935474819,1.931708694,1.928411484,0.780780590
5134,21.448461000,0.921744285,0.922839545,1.824922562,1.948312124,0.628880056
5135,21.451533000,0.157678573,0.156708721,1.863175313,1.923610051,0.332855987
5136,21.454605000,0.112495837,0.113889107,1.935979823,1.942433675,0.575478553
5137,21.457677000,0.300327624,0.281232797,1.826414903,1.926625888,0.551902754
5138,21.460749000,0.821241751,0.798667091,1.900241589,2.009567261,1.110104079
5139,21.463821000,0.897537996,0.881814788,1.795062393,1.998341560,1.144011105
5140,21.466893000,0.817523271,0.815139944,1.798055530,1.930627505,0.887368177
5141,21.469965000,0.735345422,0.742676542,1.889524619,1.926946958,0.868187434
5142,21.473037000,0.665658175,0.668949012,1.934669495,1.936533928,0.728518066
5143,21.476109000,0.900987429,0.870502912,1.963328203,1.963909785,1.201934335
5144,21.479181000,0.675533411,0.674082903,1.748858869,1.910104116,1.002817276
5145,21.482253000,0.813363620,0.793020221,1.785609980,1.939318657,0.978919787
5146,21.485325000,0.770285370,0.791806734,1.928504229,1.926204046,0.926453177
5147,21.488397000,1.728792615,1.725460845,1.850062276,1.955150922,1.792271922
5148,21.491469000,1.572676954,1.587645436,1.887344201,1.904951096,1.601272638
5149,21.494541000,1.259146872,1.280871585,1.828454296,1.893018405,1.304570799
5150,21.497613000,1.538567297,1.536856460,1.869237701,1.909825961,1.622656234
5151,21.500685000,1.084977264,1.083002776,1.923245937,1.954631805,1.380304575
5152,21.503757000,0.958633244,0.955491811,1.879483064,1.965099653,1.510908206
5153,21.506829000,1.609648806,1.572395508,1.914240281,1.958640734,1.596686646
5154,21.509901000,1.537589880,1.526417896,1.786220700,1.923110326,1.649018755
5155,21.512973000,1.654609094,1.655109008,1.775931949,1.940659523,1.775427421
5156,21.516045000,1.905682127,1.905042082,1.898862282,1.954801877,1.929802636
5157,21.519117000,1.825125853,1.839266395,1.901709517,1.950592041,1.835219110
5158,21.522189000,1.620304962,1.643758503,1.890380363,1.924799601,1.639155552
5159,21.525261000,0.983171585,0.995557236,1.875970632,1.930984497,1.058068762
5160,21.528333000,1.796708634,1.791185508,1.821800232,1.939180056,1.814207166
5161,21.531405000,1.869023147,1.872197206,1.892830054,1.944674492,1.866111368
5162,21.534477000,1.795682169,1.798280862,1.875705341,1.948520660,1.841675552
5163,21.537549000,1.643444647,1.648811072,1.855230451,1.954844475,1.677714323
5164,21.540621000,1.848575791,1.850254292,1.895357509,1.927450975,1.867775987
5165,21.543693000,1.882814944,1.889671584,1.909085194,1.947799047,1.908414861
5166,21.546765000,0.806845018,0.874086630,1.941700935,1.934622447,0.956492207
5167,21.549837000,1.604773391,1.590446884,1.847781857,1.960942586,1.693967340
5168,21.552909000,1.650173930,1.644001439,1.894787401,1.931473096,1.650305964
5169,21.555981000,1.704708278,1.781297266,1.944023927,1.940850258,1.846778562
5170,21.559053000,1.679593826,1.693746855,1.919079463,1.929946264,1.716818084
5171,21.562125000,1.180426421,1.188220191,1.766195973,1.911325137,1.314667024
5172,21.565197000,1.010984257,1.008141741,1.937044819,1.962901433,1.037858546
5173,21.568269000,1.326198349,1.325645745,1.911159674,1.928303401,1.545287155
5174,21.571341000,1.013446468,0.993916561,1.923610444,1.993816694,1.078771979
5175,21.574413000,1.114157836,1.078882417,1.903504848,1.924196561,1.165490889
5176,21.577485000,1.227903051,1.262948100,1.872709314,1.940523148,1.390034477
5177,21.580557000,0.960789623,0.955690516,1.872757946,1.992346446,1.083673189
5178,21.583629000,0.777421425,0.762541562,1.438674803,1.999324481,0.931307490
5179,21.586701000,0.793650284,0.806393071,1.834088025,1.939644178,1.048649477
5180,21.589773000,1.367143340,1.364270111,1.965495308,1.993852615,1.446700856
5181,21.592845000,1.826283942,1.837667912,1.887494579,1.940041860,1.898923308
5182,21.595917000,1.697788348,1.700178767,1.889675101,1.932203293,1.749562184
5183,21.598989000,1.464400366,1.487813955,1.890835385,1.980069796,1.570979853
5184,21.602061000,0.719303663,0.751209507,1.837919156,1.948242188,0.828188017
5185,21.605133000,1.901378522,1.907376935,1.946901560,1.976433436,1.835241487
5186,21.608205000,1.793920552,1.787411571,1.926825007,1.961849848,1.783041137
5187,21.611277000,1.674708518,1.654271049,1.923127810,1.964323362,1.792348509
5188,21.614349000,1.189729658,1.188832621,1.956598123,1.961756706,1.225308493
5189,21.617421000,1.640885092,1.672356106,1.907380939,1.949787458,1.655699708
5190,21.620493000,1.937336405,1.939111511,1.901302139,1.954056104,1.942982912
5191,21.623565000,1.924932480,1.929297606,1.839173794,1.955668767,1.930872599
5192,21.626637000,1.963019451,1.962600748,1.921052774,1.975198746,1.965682328
5193,21.629709000,1.761480488,1.769505012,1.802443614,1.942303658,1.771416267
5194,21.632781000,1.955255349,1.956493298,1.909020901,1.958775202,1.960815430
5195,21.635853000,1.947458148,1.949886481,1.900798082,1.956496239,1.948917866
5196,21.638925000,0.967067114,0.992286496,1.897294343,1.936594963,0.796816176
5197,21.641997000,0.192826567,0.265322079,1.827691889,1.986557007,0.326655378
5198,21.645069000,0.278916964,0.322849460,1.864227848,1.978964488,0.461434009
5199,21.648141000,0.262495195,0.380895848,1.749120086,1.980862935,0.673836370
5200,21.651213000,0.916237837,0.965408735,1.911022892,1.941244443,1.350492274
5201,21.654285000,1.837820818,1.834061642,1.905257225,1.928796450,1.846921553
5202,21.657357000,1.855323449,1.858092139,1.873086969,1.952504476,1.867177427
5203,21.660429000,1.871794293,1.882327820,1.867203514,1.943689028,1.873569856
5204,21.663501000,1.932182431,1.945263823,1.867982149,1.984823227,1.942413777
5205,21.666573000,1.791887447,1.837334504,1.924375733,1.961536407,1.908264021
5206,21.669645000,1.746842807,1.740525881,1.826037129,1.926788012,1.805643082
5207,21.672717000,1.484537323,1.516573275,1.919110060,1.940282186,1.652494875
5208,21.675789000,1.885537535,1.883090893,1.916736046,1.958793004,1.926733812
5209,21.678861000,1.582513757,1.581101544,1.857084950,1.916982015,1.610690668
5210,21.681933000,1.874283711,1.878767689,1.815035582,1.934215864,1.873058875
5211,21.685005000,1.698852098,1.721532866,1.850085696,1.922385534,1.721749896
5212,21.688077000,1.716740121,1.717310776,1.905568242,1.930167516,1.781002949
5213,21.691149000,1.708977917,1.716703882,1.898183346,1.936457634,1.744198812
5214,21.694221000,1.964534601,1.966064453,1.946477254,1.967830658,1.967039585
5215,21.697293000,1.880320847,1.879700343,1.905532757,1.949423790,1.876095732
5216,21.700365000,1.412924495,1.410118356,1.867900024,1.972866376,1.420038996
5217,21.703437000,1.865104487,1.881353935,1.887056530,1.943716367,1.890503834
5218,21.706509000,1.837687865,1.868187035,1.902677814,1.949499448,1.808502674
5219,21.709581000,1.387739420,1.887976428,1.884650588,1.956779798,1.871840318
5220,21.712653000,1.827927632,1.834162143,1.908403993,1.952555339,1.849799583
5221,21.715725000,1.913128654,1.920960267,1.737051708,1.966713905,1.735878090
5222,21.718797000,1.284530888,1.285873542,1.786164403,1.961071650,1.495547146
5223,21.721869000,1.720202819,1.774353743,1.760785371,1.892619769,1.799400414
5224,21.724941000,1.638741285,1.649686992,1.866228978,1.922585805,1.666620672
5225,21.728013000,1.558306349,1.566709742,1.902304371,1.969535828,1.694139279
5226,21.731085000,1.913084904,1.906101738,1.915866931,1.993547440,1.881818076
5227,21.734157000,1.600018268,1.640957351,1.842405975,1.939897537,1.655453245
5228,21.737229000,1.734038234,1.755618532,1.861692806,1.947325706,1.861476590
5229,21.740301000,1.428451390,1.439555847,1.851393541,1.920484543,1.484905424
5230,21.743373000,0.532237445,0.580534730,1.851615389,1.947974841,0.647097381
5231,21.746445000,1.571152394,1.704831551,1.814733587,1.960240364,1.906301578
5232,21.749517000,1.704724312,1.703343908,1.816476069,1.947253227,1.782722910
5233,21.752589000,1.778359997,1.792209402,1.924537341,1.980055809,1.857031959
5234,21.755661000,1.221616370,1.243174020,1.837301274,1.930643559,1.348822926
5235,21.758733000,0.266211552,0.266897564,1.959021409,1.957399368,0.423292845
5236,21.761805000,0.348860844,0.357399798,1.805089573,1.878107389,0.608709299
5237,21.764877000,0.114873583,0.117951848,1.892724554,1.955996513,0.305898778
5238,21.767949000,0.181455724,0.182891672,1.612100706,1.845479806,0.510332312
5239,21.771021000,0.202095964,0.202148295,1.952801387,1.919789314,0.396640632
5240,21.774093000,0.264947462,0.254200901,1.845457792,1.932757378,0.335496557
5241,21.777165000,1.112230377,1.138008354,1.749988814,1.874792735,1.417940279
5242,21.780237000,1.840619499,1.838562886,1.903653860,1.934900602,1.836646761
5243,21.783309000,1.258086927,1.259306403,1.934533834,1.958745639,1.349993636
5244,21.786381000,1.781489934,1.782272701,1.893105189,1.936956724,1.837306788
5245,21.789453000,1.734432230,1.748747150,1.846051057,1.925882022,1.811352571
5246,21.792525000,1.778322389,1.768934543,1.819351633,1.936110179,1.812950219
5247,21.795597000,0.850430017,0.918188458,1.943037589,1.953781446,0.879150492
5248,21.798669000,1.639122551,1.717572664,1.839736442,1.954306602,1.727471511
5249,21.801741000,1.825818648,1.815810561,1.868820965,1.952601433,1.855088413
5250,21.804813000,1.361282741,1.389812698,1.894753714,1.951547941,1.462629293
5251,21.807885000,1.879324327,1.887120704,1.869730512,1.947212537,1.898815195
5252,21.810957000,1.973090013,1.974239031,1.929765622,1.978027026,1.974265893
5253,21.814029000,1.838312181,1.842361738,1.889897466,1.931765556,1.870859365
5254,21.817101000,1.606033832,1.606163874,1.901692530,1.958249092,1.680445341
5255,21.820173000,1.396010121,1.410025130,1.963397900,2.000535647,1.526868810
5256,21.823245000,1.677132050,1.684018542,1.752611478,1.910977681,1.479854512
5257,21.826317000,1.044455859,1.054511269,1.922002534,1.950699806,1.201961090
5258,21.829389000,0.855511824,0.892398221,1.745361398,1.887059848,1.086777347
5259,21.832461000,1.677761679,1.670790563,1.825949301,1.907381058,1.770395050
5260,21.835533000,1.378453938,1.384710724,1.894093076,1.926874161,1.432035091
5261,21.838605000,1.576331521,1.578707330,1.857831438,1.907765230,1.666384774
5262,21.841677000,1.587828199,1.563355446,1.896430324,1.972023010,1.605431939
5263,21.844749000,1.782661190,1.734154582,1.858340383,1.943962415,1.745833725
5264,21.847821000,1.774080520,1.776148528,1.817659838,1.915596326,1.773783669
5265,21.850893000,1.655927998,1.684194652,1.914634506,1.936297735,1.705705548
5266,21.853965000,1.524822436,1.521739163,1.931542238,1.954764684,1.361324539
5267,21.857037000,1.200319280,1.183433086,1.904526671,1.936770757,1.314977785
5268,21.860109000,1.148516506,1.149245724,1.887776295,1.955503782,1.295466741
5269,21.863181000,1.089836077,1.224890091,1.935062329,1.972756068,1.101504532
5270,21.866253000,0.755008750,0.765909145,1.941252669,1.973783493,1.067028378
5271,21.869325000,1.647150338,1.644481967,1.905518691,1.946643511,1.796479307
5272,21.872397000,1.937074900,1.936446587,1.912334184,1.944011688,1.937466383
5273,21.875469000,1.846597965,1.839445092,1.896018664,1.946898142,1.837715194
5274,21.878541000,1.880921041,1.896978781,1.923796813,1.961568515,1.915652052
5275,21.881613000,1.833200524,1.856334577,1.798989336,1.923756599,1.845315784
5276,21.884685000,1.878299018,1.877174517,1.906518817,1.960581779,1.880042315
5277,21.887757000,1.813904881,1.818067280,1.559037753,1.937882741,1.833981047
5278,21.890829000,1.982953389,1.983913422,1.725563646,1.981656392,1.985058626
5279,21.893901000,1.951324622,1.953229268,1.924607436,1.950880051,1.955249230
5280,21.896973000,1.873959760,1.913716952,1.817801485,1.950676918,1.905190488
5281,21.900045000,1.846435194,1.844101312,1.884320219,1.917966843,1.836471344
5282,21.903117000,1.875716254,1.876788129,1.893306335,1.926500003,1.700075075
5283,21.906189000,1.844458145,1.847597321,1.927167863,1.952756564,1.871476978
5284,21.909261000,1.644222056,1.657481665,1.890576522,1.916931788,1.646928526
5285,21.912333000,1.863386633,1.865019041,1.918243408,1.960631688,1.879994387
5286,21.915405000,1.953439077,1.954594771,1.916105429,1.954364141,1.954530557
5287,21.918477000,1.942660809,1.943743706,1.879272779,1.946639379,1.947532336
5288,21.921549000,1.772092824,1.773469682,1.898283839,1.939140638,1.907363772
